tx_hash,timestamp,block,route_shape,n_v4_hops,suspect_pool_50_touched,suspect_pool_40_touched,canonical_pool_touched,classification,cycle_asset,cycle_input,cycle_output,gross_profit,gross_profit_pct,gas_payer,gas_cost_eth,net_profit_after_gas_if_attributable,profit_recipient,profit_recipient_confidence,all_residual_tokens,accounting_balanced,trace_ok,weth_wrap_events,swap_sender,tx_from,protocol_fee_active
0x6ea987c848f419787fd1649c64767ff856ebd88fa2c0a112481a26af98fc00a4,2026-08-01T13:49:46+00:00,25087698,FIRE/USDG@500000 -> WETH/USDG@200 -> FIRE/USDG@400000 -> WETH/USDG@300 -> FIRE/USDG@450000 -> WETH/USDG@100,6,True,True,False,ONE_WAY_ROUTE,FIRE->WETH,149115.330147580481534218,0.012058056228441429,0.000000000000000000,0.000000,0x4da5fb9c62006e9450df7e8b3d0d5c044b5759a8,0.000013457880000000,,,low,FIRE:-149115.3301475805|WETH:+0.0120580562,False,True,False,0x8876789976decbfcbbbe364623c63652db8c0904,0x4da5fb9c62006e9450df7e8b3d0d5c044b5759a8,yes
0x09484e647065b7b3a0c6c3fa5ce2f72c666a8bbbb96aa30a4d102946b985aa62,2026-08-02T03:57:59+00:00,25595294,FIRE/USDG@400000 -> ETH/FRONG@2500,2,False,True,False,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0x1edb56b951d492a0f18b3adeab2f1880e487fa9f,0.000016824240000000,,,low,ETH:-0.0000910161|FIRE:-1227.5816651858|FRONG:+62.9218036037|USDG:+0.1704960000,False,True,False,0x8876789976decbfcbbbe364623c63652db8c0904,0x1edb56b951d492a0f18b3adeab2f1880e487fa9f,yes
0xbbeeab11f580c8430d4a4a349cde4d192c2e708ada06810910b9a0abef4864ea,2026-08-05T00:05:42+00:00,28041380,FIRE/USDG@400000,1,False,True,False,ONE_WAY_ROUTE,FIRE->USDG,19870.634783155107960141,3.004103000000000000,0.000000000000000000,0.000000,0x6fe9e13938f25fbaf0493522cf56480f4a992f1b,0.000006604391120000,,,low,FIRE:-19870.6347831551|USDG:+3.0041030000,False,True,False,0x8876789976decbfcbbbe364623c63652db8c0904,0x6fe9e13938f25fbaf0493522cf56480f4a992f1b,yes
0x4c936f02df1b87873dbd3262df5519051387ee2535b3bd142f8b702c9023fc96,2026-08-06T18:41:59+00:00,29572361,FIRE/USDG@400000 -> WETH/USDG@200,2,False,True,False,ONE_WAY_ROUTE,FIRE->WETH,37915.781722941834421679,0.003012311251129537,0.000000000000000000,0.000000,0x1f09756741dedc39a9669565601c4bec5a548af6,0.000010067956056000,,,low,FIRE:-37915.7817229418|WETH:+0.0030123113,False,True,False,0x8876789976decbfcbbbe364623c63652db8c0904,0x1f09756741dedc39a9669565601c4bec5a548af6,yes
0x10a09a490cecce71fb826a8866c6596403ebfb419d582739ca28753bf06b2c6d,2026-08-06T22:39:58+00:00,29714959,ETH/FIRE@3000 -> FIRE/USDG@400000,2,False,True,True,ONE_WAY_ROUTE,ETH->USDG,0.003619928298899055,7.155152000000000000,0.000000000000000000,0.000000,0xeeef618a70e663813331892ee129709845570a1f,0.000025128272640000,,,low,ETH:-0.0036199283|USDG:+7.1551520000,False,True,False,0xa633c73658857d5241fe21d43f854a82e2d0592c,0xeeef618a70e663813331892ee129709845570a1f,yes
0x5a5ad12282b15825e51ded68f8a030361a5db57460980a5ff99d4c59356b6124,2026-08-06T22:48:22+00:00,29720011,FIRE/USDG@400000,1,False,True,False,ONE_WAY_ROUTE,FIRE->USDG,1932.875343089491204219,0.805954000000000000,0.000000000000000000,0.000000,0x11c551c0dea7d78ca92390571480bebeab630505,0.000016945056648000,,,low,FIRE:-1932.8753430895|USDG:+0.8059540000,False,True,False,0x8876789976decbfcbbbe364623c63652db8c0904,0x11c551c0dea7d78ca92390571480bebeab630505,yes
0x135516d2b77d8b5c7308895b4d83e6b381413b6736bc69bab0089f9ec825035f,2026-08-07T04:37:18+00:00,29929309,FIRE/USDG@400000 -> ETH/FIRE@3000,2,False,True,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0x0e4c51936a3f74b4ad06f16c9c0d4bc95b23b6de,0.000024319809800000,,,low,ETH:-0.0022289653|FIRE:+0.0276550241|USDG:+4.3730680000,False,True,False,0x3892d8dba09b0d079d6b97064bc088eed437da25,0x0e4c51936a3f74b4ad06f16c9c0d4bc95b23b6de,yes
0x6a528eea74cede3192f4bca667ed9b98a60c9118aa2318a307e0665576f76ca1,2026-08-07T05:10:37+00:00,29949232,FIRE/USDG@400000,1,False,True,False,ONE_WAY_ROUTE,FIRE->USDG,1999.069463814950000000,0.790576000000000000,0.000000000000000000,0.000000,0x45df5e6c3bccb8a03049653472096156aaec8012,0.000023957691252000,,,low,FIRE:-1999.0694638150|USDG:+0.7905760000,False,True,False,0x114d574247342eafea95b7a9234e62984d48cd9e,0x45df5e6c3bccb8a03049653472096156aaec8012,yes
0x27c90e6c8822cf3983b8b7f6827b3d453c0405996ded40018f4b74da49450b02,2026-08-07T14:30:06+00:00,30283903,ETH/FIRE@3000 -> FIRE/USDG@400000,2,False,True,True,ONE_WAY_ROUTE,ETH->USDG,0.009993292687589759,21.960569000000000000,0.000000000000000000,0.000000,0x672e672fc3eb65dcb9f844d30cc0292125e01526,0.000011787158880000,,,low,ETH:-0.0099932927|USDG:+21.9605690000,False,True,False,0xac24ce15ac5f4ca34be88a4bf1b5e17303dab423,0x672e672fc3eb65dcb9f844d30cc0292125e01526,yes
0x578f2da8045fff60e66df9756c970e44a16522ab90232a35855daf8c4b33f9ee,2026-08-07T14:30:22+00:00,30284063,ETH/FIRE@3000 -> FIRE/USDG@400000 -> PONS/USDG@2500,3,False,True,True,ONE_WAY_ROUTE,ETH->PONS,0.002278043248560712,177.933716053870590890,0.000000000000000000,0.000000,0x1d11dc9f4ad849c241368ea0b776e52b046f6f00,0.000016253919320000,,,low,ETH:-0.0022780432|PONS:+177.9337160539,False,True,False,0x000000000022b747bc1057d9497efe6d1c69296f,0x1d11dc9f4ad849c241368ea0b776e52b046f6f00,yes
0x41d88c5be4c1073778579fb75637d77227530179d4e932ee7d6dc0669e5439b3,2026-08-07T18:54:04+00:00,30442016,ETH/USDG@8388608 -> ETH/FIRE@3000 -> FIRE/USDG@400000,3,False,True,True,MULTI_ASSET_UNRESOLVED,,0.000000000000000000,0.000000000000000000,0.000000000000000000,,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,0.000022926607184000,,,low,ETH:+0.0000886914|USDG:+1.9483800000,False,True,False,0x6ab8c6c5451126a0c5ce92c7999797067d449c31,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,yes
0xbfa23640715b910bcbd95ea6c01f9f29d2fc2f41200641632457356c25d049a4,2026-08-07T18:54:04+00:00,30442016,ETH/FIRE@3000 -> FIRE/USDG@500000 -> USDG/VIRTUAL@3000,3,True,False,True,ONE_WAY_ROUTE,ETH->VIRTUAL,0.010419848664791939,40.017815895992573952,0.000000000000000000,0.000000,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,0.000029380357780000,,,low,ETH:-0.0104198487|VIRTUAL:+40.0178158960,False,True,False,0xa633c73658857d5241fe21d43f854a82e2d0592c,0xb4864f7f85eb2fdbd58b4293a2b9bd684fb13336,yes
0x07191c68596f2b14f87d44fee034c96fb31f3b97821cd9fbbcae4815d2c8d725,2026-08-08T14:24:50+00:00,31143120,ETH/FIRE@3000 -> FIRE/USDG@400000,2,False,True,True,ONE_WAY_ROUTE,ETH->USDG,0.002276168128832930,4.959454000000000000,0.000000000000000000,0.000000,0xfce2220c39b345e7273cdce4f58ce54a5e40eb79,0.000017225177814000,,,low,ETH:-0.0022761681|USDG:+4.9594540000,False,True,False,0x849bc3e52bb2e1807cc97afbf2528a79128a5deb,0xfce2220c39b345e7273cdce4f58ce54a5e40eb79,yes
0xe359893cd11bd8306356caf993fd0f13d9b2bcb067320c58c4c8b0b10f5e0e09,2026-08-08T14:24:50+00:00,31143120,ETH/FIRE@3000 -> FIRE/USDG@400000 -> ETH/USDG@8388608,3,False,True,True,CLOSED_CYCLE,ETH,0.008809573134249908,0.009181403362622535,0.000371830228372627,4.220752,0xbc6b4e98c1a34329f40cc31eb8b35a0478fb6b01,0.000009520191642000,0.000362310036730627,0x0bd7d308f8e1639fab988df18a8011f41eacad73,medium,ETH:+0.0003718302,True,True,False,0x0930790d32890aedd4c33fc6f9a67a1638394a12,0xbc6b4e98c1a34329f40cc31eb8b35a0478fb6b01,yes
0xd87fc3352f51c8f3164821a296f9f3ce9a5aafdfc19cd7ec19ecff5702b8f6df,2026-08-08T14:24:57+00:00,31143195,FIRE/USDG@400000,1,False,True,False,ONE_WAY_ROUTE,FIRE->USDG,17043.088482665067795853,9.310182000000000000,0.000000000000000000,0.000000,0x0ec4e45f9ce3020024c0418a74cd31fbc487038f,0.000020512629254000,,,low,FIRE:-17043.0884826651|USDG:+9.3101820000,False,True,False,0x8876789976decbfcbbbe364623c63652db8c0904,0x0ec4e45f9ce3020024c0418a74cd31fbc487038f,yes
0xfcfbe8c386a8d77a35c3d56a568164d4179947e680a378308793bbfd57e0b9df,2026-08-08T14:27:28+00:00,31144696,FIRE/USDG@400000 -> FIRE/USDG@500000 -> ETH/USDG@25,3,True,True,False,ONE_WAY_ROUTE,FIRE->ETH,741782.605725000000000000,0.107877130170090213,0.000000000000000000,0.000000,0xbe2a16dca3961c19acda0268c829e0eb437b28e6,0.000022550799514000,,,low,ETH:+0.1078771302|FIRE:-741782.6057250000,False,True,False,0x8f10b468b06c6fd214b65f87778827f7d113f996,0xbe2a16dca3961c19acda0268c829e0eb437b28e6,yes
0xbd387a2bf710e37442ab8e1ecba19bd443227a5237134c25acc509477a75b1d7,2026-08-09T00:46:37+00:00,31515786,FIRE/USDG@400000,1,False,True,False,ONE_WAY_ROUTE,FIRE->USDG,635.750000000000000000,0.255802000000000000,0.000000000000000000,0.000000,0xe71411ebb40224f0043d21ee440829156f4fab0a,0.000008584068800000,,,low,FIRE:-635.7500000000|USDG:+0.2558020000,False,True,False,0x8876789976decbfcbbbe364623c63652db8c0904,0xe71411ebb40224f0043d21ee440829156f4fab0a,yes
0xc6545cb0eb62a12a2ac618e2175242e2a5b5b989d7ddf96339aef235014e9480,2026-08-09T01:51:31+00:00,31554663,FIRE/USDG@400000 -> ETH/USDG@8388608,2,False,True,False,ONE_WAY_ROUTE,FIRE->ETH,476.812500000000000000,0.000100066458651305,0.000000000000000000,0.000000,0xe71411ebb40224f0043d21ee440829156f4fab0a,0.000008556834094000,,,low,ETH:+0.0001000665|FIRE:-476.8125000000,False,True,False,0x8876789976decbfcbbbe364623c63652db8c0904,0xe71411ebb40224f0043d21ee440829156f4fab0a,yes
